"","req_id","src_sys_cd","LT","SubCnt","DistrCnt","RespCnt","CompSubClass","CompDistrClass","WinLose","NTE","SubRt","Sub_NTE","SubTime","SubRank","Result"
"1689","1084-1                   ","BL        ","Admin / Clerical",12,5,5,"Medium","Medium","0",110,79,0.718,24,20,"Shortlist"
"1690","1084-1                   ","BL        ","Information Technology",12,5,5,"Medium","Medium","0",16.46,106.4,6.464,NA,21,"Shortlist"
"1691","1084-1                   ","BL        ","Admin / Clerical",12,5,5,"Medium","Medium","0",110,106.4,0.967,24,22,"Shortlist"
"1692","1084-1                   ","BL        ","Information Technology",12,5,5,"Medium","Medium","1",16.46,89.75,5.453,NA,23,"Hire"
"1693","1084-1                   ","BL        ","Admin / Clerical",12,5,5,"Medium","Medium","1",110,89.75,0.816,25,24,"Hire"
"1694","1089-1                   ","BL        ","Business Professional",16,20,10,"High","Medium","0",59.44,55.43,0.933,1,1,"Shortlist"
"1695","1089-1                   ","BL        ","Accounting / Finance",16,20,10,"High","Medium","0",175,55.43,0.317,-113,2,"Shortlist"
"1696","1089-1                   ","BL        ","Accounting / Finance",16,20,10,"High","Medium","0",175,58,0.331,-113,3,"Interview"
"1697","1089-1                   ","BL        ","Business Professional",16,20,10,"High","Medium","0",59.44,58,0.976,1,4,"Interview"
"1698","1089-1                   ","BL        ","Business Professional",16,20,10,"High","Medium","0",59.44,59.44,1,1,5,"Shortlist"
"1699","1089-1                   ","BL        ","Accounting / Finance",16,20,10,"High","Medium","0",175,59.44,0.34,-113,6,"Shortlist"
"1700","1089-1                   ","BL        ","Accounting / Finance",16,20,10,"High","Medium","0",175,63,0.36,-112,7,"Shortlist"
"1701","1089-1                   ","BL        ","Business Professional",16,20,10,"High","Medium","0",59.44,63,1.06,2,8,"Shortlist"
"1702","1089-1                   ","BL        ","Business Professional",16,20,10,"High","Medium","0",59.44,70,1.178,2,9,"Shortlist"
"1703","1089-1                   ","BL        ","Accounting / Finance",16,20,10,"High","Medium","0",175,70,0.4,-112,10,"Shortlist"
"1704","1089-1                   ","BL        ","Accounting / Finance",16,20,10,"High","Medium","0",175,59.44,0.34,-111,11,"Interview"
"1705","1089-1                   ","BL        ","Business Professional",16,20,10,"High","Medium","0",59.44,59.44,1,3,12,"Interview"
"1706","1089-1                   ","BL        ","Business Professional",16,20,10,"High","Medium","0",59.44,59.44,1,3,13,"Interview"
"1707","1089-1                   ","BL        ","Accounting / Finance",16,20,10,"High","Medium","0",175,59.44,0.34,-111,14,"Interview"
"1708","1089-1                   ","BL        ","Business Professional",16,20,10,"High","Medium","0",59.44,59.44,1,4,15,"Shortlist"
"1709","1089-1                   ","BL        ","Accounting / Finance",16,20,10,"High","Medium","0",175,59.44,0.34,-110,16,"Shortlist"
"1710","1089-1                   ","BL        ","Business Professional",16,20,10,"High","Medium","0",59.44,59.44,1,8,17,"Shortlist"
"1711","1089-1                   ","BL        ","Accounting / Finance",16,20,10,"High","Medium","0",175,59.44,0.34,-106,18,"Shortlist"
"1712","1089-1                   ","BL        ","Business Professional",16,20,10,"High","Medium","0",59.44,135,2.271,116,19,"Shortlist"
"1713","1089-1                   ","BL        ","Accounting / Finance",16,20,10,"High","Medium","0",175,135,0.771,2,20,"Shortlist"
"1714","1089-1                   ","BL        ","Business Professional",16,20,10,"High","Medium","0",59.44,120,2.019,116,21,"Shortlist"
"1715","1089-1                   ","BL        ","Accounting / Finance",16,20,10,"High","Medium","0",175,120,0.686,2,22,"Shortlist"
"1716","1089-1                   ","BL        ","Accounting / Finance",16,20,10,"High","Medium","0",175,91.75,0.524,5,23,"Interview"
"1717","1089-1                   ","BL        ","Business Professional",16,20,10,"High","Medium","0",59.44,91.75,1.544,119,24,"Interview"
"1718","1089-1                   ","BL        ","Accounting / Finance",16,20,10,"High","Medium","0",175,200,1.143,6,25,"Shortlist"
"1719","1089-1                   ","BL        ","Business Professional",16,20,10,"High","Medium","0",59.44,200,3.365,120,26,"Shortlist"
"1720","1089-1                   ","BL        ","Accounting / Finance",16,20,10,"High","Medium","0",175,128,0.731,6,27,"Interview"
"1721","1089-1                   ","BL        ","Business Professional",16,20,10,"High","Medium","0",59.44,128,2.153,120,28,"Interview"
"1722","1089-1                   ","BL        ","Business Professional",16,20,10,"High","Medium","0",59.44,119,2.002,121,29,"Shortlist"
"1723","1089-1                   ","BL        ","Accounting / Finance",16,20,10,"High","Medium","0",175,119,0.68,7,30,"Shortlist"
"1724","1089-1                   ","BL        ","Business Professional",16,20,10,"High","Medium","1",59.44,150,2.524,122,31,"Hire"
"1725","1089-1                   ","BL        ","Accounting / Finance",16,20,10,"High","Medium","1",175,150,0.857,8,32,"Hire"
"1726","1090-1                   ","BL        ","Information Technology",5,7,4,"Medium","Medium","0",50,17.57,0.351,-185,1,"Submit Only"
"1727","1090-1                   ","BL        ","Information Technology",5,7,4,"Medium","Medium","0",16.46,17.57,1.067,0,2,"Submit Only"
"1728","1090-1                   ","BL        ","Information Technology",5,7,4,"Medium","Medium","0",50,17.57,0.351,-183,3,"Shortlist"
"1729","1090-1                   ","BL        ","Information Technology",5,7,4,"Medium","Medium","0",16.46,17.57,1.067,2,4,"Shortlist"
"1730","1090-1                   ","BL        ","Information Technology",5,7,4,"Medium","Medium","0",16.46,28,1.701,189,5,"Shortlist"
"1731","1090-1                   ","BL        ","Information Technology",5,7,4,"Medium","Medium","0",50,28,0.56,4,6,"Shortlist"
"1732","1090-1                   ","BL        ","Information Technology",5,7,4,"Medium","Medium","0",16.46,27,1.64,189,7,"Shortlist"
"1733","1090-1                   ","BL        ","Information Technology",5,7,4,"Medium","Medium","0",50,27,0.54,4,8,"Shortlist"
"1734","1090-1                   ","BL        ","Information Technology",5,7,4,"Medium","Medium","1",50,28.12,0.562,6,9,"Hire"
"1735","1090-1                   ","BL        ","Information Technology",5,7,4,"Medium","Medium","1",16.46,28.12,1.708,191,10,"Hire"
"1736","10902-1                  ","BL        ","Business Professional",1,4,1,"Low","Low","1",15.86,14.25,0.898,2,1,"Hire"
"1737","10902-1                  ","BL        ",NA,1,4,1,"Low","Low","1",NA,14.25,NA,-761,2,"Hire"
"1738","10903-1                  ","BL        ",NA,1,2,1,"Low","Low","1",74.03,14.25,0.192,-761,1,"Hire"
"1739","10903-1                  ","BL        ","Business Professional",1,2,1,"Low","Low","1",15.86,14.25,0.898,2,2,"Hire"
"1740","10913-1                  ","BL        ","Business Professional",1,2,1,"Low","Low","1",15.86,14.25,0.898,2,1,"Hire"
"1741","10913-1                  ","BL        ",NA,1,2,1,"Low","Low","1",NA,14.25,NA,NA,2,"Hire"
"1742","1093-1                   ","BL        ","Business Professional",11,7,4,"Medium","Medium","0",16.57,16.57,1,0,1,"Submit Only"
"1743","1093-1                   ","BL        ","Business Professional",11,7,4,"Medium","Medium","0",16.57,16.57,1,1,2,"Submit Only"
"1744","1093-1                   ","BL        ","Business Professional",11,7,4,"Medium","Medium","0",16.57,16.57,1,1,3,"Shortlist"
"1745","1093-1                   ","BL        ","Business Professional",11,7,4,"Medium","Medium","0",16.57,16.57,1,1,4,"Submit Only"
"1746","1093-1                   ","BL        ","Business Professional",11,7,4,"Medium","Medium","0",16.57,16.57,1,1,5,"Shortlist"
"1747","1093-1                   ","BL        ","Business Professional",11,7,4,"Medium","Medium","0",16.57,16.57,1,1,6,"Shortlist"
"1748","1093-1                   ","BL        ","Business Professional",11,7,4,"Medium","Medium","0",16.57,16.57,1,1,7,"Submit Only"
"1749","1093-1                   ","BL        ","Business Professional",11,7,4,"Medium","Medium","0",16.57,16.57,1,1,8,"Shortlist"
"1750","1093-1                   ","BL        ","Business Professional",11,7,4,"Medium","Medium","0",16.57,16.57,1,1,9,"Shortlist"
"1751","1093-1                   ","BL        ","Business Professional",11,7,4,"Medium","Medium","0",16.57,16.56,0.999,2,10,"Submit Only"
"1752","1093-1                   ","BL        ","Business Professional",11,7,4,"Medium","Medium","0",16.57,16.56,0.999,2,11,"Submit Only"
"1753","10933-1                  ","BL        ","Information Technology",1,12,1,"Low","Medium","0",15.61,17.55,1.124,4,1,"Submit Only"
"1754","10933-1                  ","BL        ",NA,1,12,1,"Low","Medium","0",148.51,17.55,0.118,-751,2,"Submit Only"
"1755","10942-1                  ","BL        ","Admin / Clerical",1,2,1,"Low","Low","1",16,13.67,0.854,2,1,"Hire"
"1756","10942-1                  ","BL        ","Business Professional",1,2,1,"Low","Low","1",NA,13.67,NA,NA,2,"Hire"
"1757","1096-1                   ","BL        ","Admin / Clerical",6,5,4,"Medium","Medium","0",110,98,0.891,0,1,"Interview"
"1758","1096-1                   ","BL        ","Admin / Clerical",6,5,4,"Medium","Medium","0",110,82.69,0.752,1,2,"Interview"
"1759","1096-1                   ","BL        ","Admin / Clerical",6,5,4,"Medium","Medium","0",110,110,1,4,3,"Shortlist"
"1760","1096-1                   ","BL        ","Admin / Clerical",6,5,4,"Medium","Medium","0",110,90,0.818,14,4,"Interview"
"1761","1096-1                   ","BL        ","Admin / Clerical",6,5,4,"Medium","Medium","1",110,90,0.818,15,5,"Hire"
"1762","1096-1                   ","BL        ","Admin / Clerical",6,5,4,"Medium","Medium","0",110,90,0.818,18,6,"Shortlist"
"1763","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,54,1.913,0,1,"Shortlist"
"1764","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,50,1.771,0,2,"Submit Only"
"1765","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,50,1.771,0,3,"Shortlist"
"1766","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,43.71,1.548,0,4,"Submit Only"
"1767","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,28.23,1,0,5,"Submit Only"
"1768","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,26.67,0.945,0,6,"Submit Only"
"1769","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,26.67,0.945,0,7,"Submit Only"
"1770","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,26.67,0.945,0,8,"Submit Only"
"1771","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,50,1.771,1,9,"Shortlist"
"1772","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,50,1.771,1,10,"Submit Only"
"1773","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,50,1.771,1,11,"Shortlist"
"1774","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,50,1.771,2,12,"Shortlist"
"1775","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,45.07,1.597,2,13,"Shortlist"
"1776","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,50,1.771,2,14,"Shortlist"
"1777","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,50,1.771,2,15,"Submit Only"
"1778","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,48.94,1.734,2,16,"Shortlist"
"1779","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,48.94,1.734,2,17,"Shortlist"
"1780","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,39,1.382,2,18,"Submit Only"
"1781","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,27.6,0.978,2,19,"Submit Only"
"1782","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,28.8,1.02,2,20,"Submit Only"
"1783","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,41,1.452,8,21,"Submit Only"
"1784","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,50,1.771,8,22,"Submit Only"
"1785","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,45.07,1.597,8,23,"Shortlist"
"1786","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,50,1.771,8,24,"Submit Only"
"1787","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,50,1.771,8,25,"Submit Only"
"1788","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,28.23,1,8,26,"Submit Only"
"1789","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,50,1.771,8,27,"Submit Only"
"1790","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,47,1.665,8,28,"Shortlist"
"1791","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,55,1.948,9,29,"Submit Only"
"1792","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,50,1.771,9,30,"Shortlist"
"1793","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,66,2.338,9,31,"Shortlist"
"1794","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,50,1.771,9,32,"Submit Only"
"1795","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,50,1.771,9,33,"Submit Only"
"1796","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,50,1.771,9,34,"Submit Only"
"1797","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,36,1.275,12,35,"Shortlist"
"1798","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,42,1.488,12,36,"Submit Only"
"1799","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,50,1.771,12,37,"Shortlist"
"1800","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,50,1.771,21,38,"Shortlist"
"1801","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,46,1.629,21,39,"Shortlist"
"1802","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,48,1.7,21,40,"Shortlist"
"1803","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,70,2.48,22,41,"Submit Only"
"1804","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,45,1.594,22,42,"Submit Only"
"1805","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,55,1.948,22,43,"Shortlist"
"1806","1096609                  ","IQN       ","Business Professional",55,16,12,"High","Medium","0",28.23,54.64,1.936,22,44,"Submit Only"
